6457.26101176           1361.61634044
6583.88871124           1109.83623523
6588.96649928           0.794805085431
6591.46586929           771.622434618
6531.32058943           647.333117345
6662.2502516            617.521981276
6593.92004084           416.632950269
6752.81453551           358.738938814
6756.43354655           349.468243471
6439.36198387           0.533976278919
6462.56504664           302.284649511
6411.88606176           258.355646128
6677.26169592           242.716809311
6554.14380104           194.746714048
6577.19897435           194.213808426
6727.4399587            164.13756979
6512.34663182           140.628852049
6490.72346884           141.295729563
6674.67711881           104.368947245
6416.29403953           105.388063873
6493.76592126           97.2228184578
6658.65960485           73.4403418736
6406.42847908           64.3839774639
6643.68408662           69.171026154
6619.92547946           58.1211882361
6644.64754342           65.2976928018
6684.27202905           59.521095936
6413.60128625           57.2281757565
6681.13681098           -0.162099065969
6435.69933431           -0.141599483319
6683.34596032           42.3167617333
6713.95451763           43.6518525769
6599.46271626           41.0391587866
6605.39620396           40.8430816094
6613.36143861           39.4593984073
6638.89855858           42.818834288
6666.34032633           39.782484158
6588.52174725           957.765755491
6449.78796145           37.8508299462
6719.1891713            40.6892468944
6509.03376048           38.5258902654
6492.35766051           -0.0978767581331
6638.20779334           38.1989526983
6697.69140982           32.2471336978
6522.02328544           30.3377427069
6506.97006335           31.2371488161
6483.07059085           31.3953907886
6766.59162352           29.1781713713
6449.50657482           0.257753369597
6618.14517019           26.7638251551
6604.83310065           27.7434345558
6558.86297823           28.4185613725
6594.64367806           0.446639576097
6471.63768673           25.5028158306
6446.75093275           24.1771264903
6639.7271083            25.6301942496
6501.9762826            24.5812872487
6711.23597329           22.6620945173
6577.63989778           22.8720356087
6440.32496867           0.352869317804
6590.12309428           -0.131100163995
6717.66377549           21.8545033264
6696.12008245           19.1563640963
6733.73057969           21.3363356292
6499.63141572           20.2238759197
6738.16091446           19.2144109646
6551.6887871            18.5007664878
6538.07840707           18.7680134047
6728.74128003           8.3705917186
6742.86521669           16.3832911062
